sample-000028.wav,you couldn't even be honest about being dishonest,1,0,nan,nan,nan,3624.0
sample-000074.wav,what if you can't stand him,1,0,nan,nan,nan,3456.0
sample-000101.wav,the fumes from the traffic was unbearable,2,0,twenties,female,nan,3240.0
sample-000166.wav,when i returned to the common the sun was setting,2,0,nan,nan,nan,3864.0
sample-000351.wav,the night was warm and i was thirsty,5,0,nan,nan,nan,3168.0
sample-000352.wav,it's the only one they had left,1,0,nan,nan,nan,3840.0
sample-000376.wav,i have already found my treasure,2,0,nan,nan,nan,3528.0
sample-000393.wav,then get out of here,1,0,thirties,male,us,3384.0
sample-000451.wav,she must have known alex pretty well,1,0,twenties,female,england,3504.0
sample-000610.wav,if you don't stop following me i'll call the police,1,0,thirties,male,indian,3480.0
sample-000621.wav,it's called the principle of favorability,1,0,nan,nan,nan,3528.0
sample-000639.wav,it was the pure language of the world,3,1,twenties,other,ireland,3336.0
sample-000654.wav,mohammed is a wonderful guitar player,1,0,nan,nan,nan,3144.0
sample-000877.wav,he had been to the village only once the year before,1,0,twenties,male,australia,3864.0
sample-000957.wav,that wasn't at all necessary,2,0,teens,male,us,3264.0
sample-000972.wav,if it would save a woman's life,2,0,twenties,male,us,3744.0
sample-001004.wav,wasting my time listening to this mad hatter,1,0,nan,nan,nan,3576.0
sample-001009.wav,i've had this shop for thirty years,1,0,nan,nan,nan,3528.0
sample-001093.wav,as i watched the planet seemed to grow larger and smaller,6,0,fourties,male,australia,3528.0
sample-001097.wav,it is i who dared to do so said the boy,1,0,nan,nan,nan,3672.0
sample-001100.wav,i tore him apart,1,0,fifties,female,nan,3504.0
sample-001214.wav,she wants to send you on a lecture tour,2,0,nan,nan,nan,3624.0
sample-001271.wav,you can't go in there until you put this on,3,0,thirties,female,nan,3480.0
sample-001312.wav,the boy smiled and continued digging,5,1,nan,nan,nan,3408.0
sample-001362.wav,i thought about whether we should find coins and models in it and so on,3,0,nan,nan,nan,3024.0
sample-001364.wav,he found the toilet occupied,1,0,twenties,male,england,3024.0
sample-001433.wav,now who'da done a mean thing like that,2,0,nan,nan,nan,3936.0
sample-001439.wav,he just got a new kite for his birthday,4,2,nan,nan,nan,3600.0
sample-001671.wav,most meteorites are more or less rounded,7,0,nan,nan,nan,3384.0
sample-001707.wav,his hands began to tremble and the woman sensed it,1,0,nan,nan,nan,3024.0
sample-001721.wav,but she hadn't charged him anything,2,0,nan,nan,nan,3384.0
sample-001724.wav,her walls were covered with dark and scary sketches,2,0,nan,nan,nan,3744.0
sample-001733.wav,he got up early with the idea of finding it,1,0,nan,nan,nan,3792.0
sample-001740.wav,he didn't want to cry with the other people there,1,0,nan,nan,nan,3504.0
sample-001815.wav,and one or two persons were returning,4,0,nan,nan,nan,3312.0
sample-001893.wav,and she already has her treasure it's you,2,1,nan,nan,nan,3312.0
sample-002069.wav,i'm beginning to think women make the best spies,2,0,fifties,female,nan,3984.0
sample-002121.wav,there's that reprieve if they ever find out,1,0,nan,nan,nan,3888.0
sample-002180.wav,the baby definitely has the sniffles,2,1,twenties,male,england,3360.0
sample-002300.wav,the men fell into an animated discussion,8,0,nan,nan,nan,3912.0
sample-002339.wav,the volume wouldn't increase much further,2,0,nan,nan,nan,3216.0
sample-002380.wav,this peach tart is tasty,2,0,nan,nan,nan,3288.0
sample-002395.wav,they never found the secret,1,0,nan,nan,nan,3720.0
sample-002620.wav,children jumping in puddles,1,0,nan,nan,nan,3096.0
sample-002640.wav,he needs three days answered the alchemist,3,0,nan,nan,nan,3984.0
sample-002724.wav,well he thought about that the old man said,1,0,twenties,female,england,3696.0
sample-002738.wav,much better said the old man,6,0,fourties,female,england,3912.0
sample-002894.wav,he picked up the two stones and put them back in his pouch,3,0,thirties,male,us,3816.0
sample-002910.wav,my tax dollars pay for those public school proms,6,2,twenties,male,us,3264.0
sample-002926.wav,he wasn't an alchemist,1,0,nan,nan,nan,3792.0
sample-002941.wav,i think they perceived that nothing was to be done at the moment,3,1,teens,female,us,3744.0
sample-002950.wav,what do i do in salem the old man laughed,2,0,nan,nan,nan,3744.0
sample-002984.wav,where's your coat and hat,1,0,nan,nan,nan,3336.0
sample-003040.wav,he decided to spend the night there,3,0,nan,nan,nan,3864.0
sample-003168.wav,but use them to buy your flock,19,0,nan,nan,nan,3384.0
sample-003221.wav,he's doing it because it's what he wants to do,1,0,nan,nan,nan,3360.0
sample-003236.wav,what happened to your wings,1,0,sixties,male,england,3480.0
sample-003276.wav,she bought cucumbers at the marketplace,1,0,nan,nan,nan,3816.0
sample-003319.wav,hundreds must have seen it and taken it for a falling star,3,0,nan,nan,nan,3864.0
sample-003344.wav,it was the old man who spoke first,4,0,nan,nan,nan,3144.0
sample-003392.wav,make room for mrs chelsea,1,0,nan,nan,nan,3336.0
sample-003429.wav,don't you see what's happening,1,0,nan,nan,nan,3024.0
sample-003438.wav,a tow truck came to clear up the wreckage,1,0,thirties,male,australia,3384.0
sample-003549.wav,i wanted to sleep a little longer he thought,2,1,nan,nan,nan,3384.0
sample-003583.wav,i had seen all that it would presently bring me,7,0,nan,nan,nan,3768.0
sample-003652.wav,but he still couldn't flee,2,0,nan,nan,nan,3864.0
sample-003763.wav,i waited all afternoon and evening he said,3,0,fifties,male,us,3384.0
sample-003933.wav,love is the falcon's flight over your sands,1,0,twenties,male,philippines,3672.0
sample-003972.wav,i dreamt i was your father,1,0,nan,nan,nan,3456.0
sample-003985.wav,maybe he should not call people names that they don't want to be called,3,0,twenties,male,us,3744.0
sample-004034.wav,too bad i couldn't see this guy first,3,0,twenties,male,us,3432.0
sample-004092.wav,now you just turn this way and go right straight down,3,0,thirties,female,england,3744.0
sample-004115.wav,the crowd swayed a little as i elbowed my way through,4,1,twenties,male,canada,3240.0
sample-004139.wav,i'm the stranger around here,3,0,fourties,male,england,3264.0
sample-004155.wav,when he had completed the cleaning he asked the man for something to eat,1,0,twenties,male,nan,3792.0
sample-004187.wav,but the englishman was exultant,1,0,nan,nan,nan,3168.0
sample-004231.wav,i didn't need to waste my time just for this he said,1,0,nan,nan,nan,3624.0
sample-004259.wav,you point to a trail of ants leading into the house,3,0,nan,nan,nan,3936.0
sample-004366.wav,but they really don't know what they're saying,2,0,nan,nan,nan,3360.0
sample-004375.wav,you'll wreck your raincoat,1,0,nan,nan,nan,3528.0
sample-004646.wav,the boy remembered his dream and suddenly everything was clear to him,1,0,nan,nan,nan,3888.0
sample-004747.wav,i'm going out and find them,1,0,twenties,male,indian,3504.0
sample-004816.wav,you have enough gold to buy many sheep and many camels,2,1,nan,nan,nan,3864.0
sample-004852.wav,her manipulation failed,2,0,nan,nan,nan,3888.0
sample-004905.wav,explanations are illogical and confusing,2,0,nan,nan,nan,3600.0
sample-004938.wav,why should i be in any danger,1,0,thirties,male,nan,3288.0
sample-004992.wav,it had toppled over the brim and fallen into the pit,1,0,fifties,male,scotland,3744.0
sample-005007.wav,the router overheated and needed to be restarted,1,0,twenties,male,indian,3744.0
sample-005080.wav,they began to ride out over the sands with the moon lighting their way,2,0,thirties,female,us,3816.0
sample-005124.wav,you already know about alchemy,1,0,nan,nan,nan,3504.0
sample-005181.wav,there are rumors of tribal wars he told them,1,0,teens,male,nan,3936.0
sample-005192.wav,of course there is,1,0,nan,nan,nan,3384.0
sample-005206.wav,if i had told you you wouldn't have seen the pyramids,2,1,nan,nan,nan,3840.0
sample-005306.wav,but they don't count,2,0,nan,nan,nan,3216.0
sample-005409.wav,as the sun rose the men began to beat the boy,2,0,thirties,male,england,3624.0
sample-005414.wav,i thought the unscrewing might be automatic,2,0,teens,female,us,3720.0
sample-005502.wav,only it'll be a lot easier with you,1,0,fifties,male,england,3984.0
sample-005516.wav,a line of flame high can be seen in the atmosphere,4,1,thirties,female,canada,3480.0
sample-005551.wav,doughnuts are best with strawberry sprinkles and coffee,2,0,nan,nan,nan,3600.0
sample-005590.wav,then suddenly he noticed it with a start,3,0,twenties,male,indian,3744.0
